user_id,name,email,phone,shipping_address,signup_ts,is_active,_ingestion_ts,_source_file,_ingestion_date,_cleaned_at,_dq_score,email_domain,user_created_year,_enriched_at
108.0,dylan nelson,wanderson@example.org,7072822484,"unit 2835 box 7952, dpo ap 50771",2023-06-27,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
109.0,erica dorsey,laurahenderson@example.com,(961)952-5595x2,"214 rebecca forges, harrisonborough, wv 97997",2023-05-28,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
110.0,kenneth brown,thompsonbrianna@example.com,318-610-1690x43,"8180 mercer lodge suite 800, tonyatown, vt 78486",2023-06-07,,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
111.0,michael pollard,rpalmer@example.net,(633)801-7129,"475 daniel pike, johnside, nm 76690",2023-04-28,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
112.0,mckenzie conrad,,(219)903-3342x8,,2024-07-05,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,unknown,,2026-03-10T02:08:42.911139
113.0,maria robertson,flove@example.net,283.322.0691x49,"unit 3202 box 8139, dpo ap 35763",2022-02-28,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
114.0,ryan garza,rodneywoods@example.org,(290)802-5447,"8750 hernandez loop, west chadburgh, vi 89363",2024-06-28,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
115.0,jeffrey miller,wschneider@example.com,(857)428-0845x3,,2022-04-11,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
116.0,richard williams,jasonstone@example.org,+1-584-524-7668,"9490 nichole ridge apt. 961, new markchester, nm 44528",2023-09-19,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
117.0,laura brown,lewisbenjamin@example.org,(870)808-5802,"47361 meagan locks suite 578, sandersbury, nd 81106",2022-04-29,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
118.0,brent williamson,andrewscott@example.org,872.789.5878x88,"392 lee drive suite 817, amandashire, va 09578",2022-12-21,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
119.0,jose watson,richardsonrichard@example.net,001-637-382-068,"04826 christopher trail apt. 255, north matthewchester, as 04683",2024-08-01,,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
120.0,elizabeth holland,chapmanlarry@example.com,+1-641-439-0934,"561 alexander extension, east cheryl, nv 59605",2022-11-26,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
121.0,tricia perez,bmiller@example.net,+1-579-516-6247,"4403 gina hills, north kaylaburgh, vt 71480",2023-07-17,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
122.0,mrs. alicia wells,lgonzalez@example.org,527-435-3248x91,"6224 schmidt lane apt. 418, east carol, la 34649",2024-10-30,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
123.0,william malone,clairebuckley@example.com,001-712-988-879,"800 rogers track apt. 786, prattshire, ut 70814",2023-04-02,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
124.0,thomas spencer,vwilson@example.com,455.318.5344x58,"5743 snyder canyon, lambertfort, in 12402",2022-08-20,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
125.0,alexander miller,yhardy@example.com,001-250-716-307,"usns short, fpo aa 73799",2023-11-29,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
126.0,mary thompson,jadams@example.org,739-993-2169x13,"4302 williams forge, north barrytown, md 25080",2022-01-25,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
127.0,trevor blackburn,morrisonrobert@example.com,001-324-415-329,"74805 allen lodge, arroyofort, mt 88009",2023-10-27,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
128.0,,dsmith@example.net,(570)449-8767,"6618 miller drive suite 723, pamelafort, nj 40851",2022-04-20,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
129.0,benjamin hester,lrussell@example.com,001-475-857-773,"6237 berry river, barbaraburgh, gu 04613",2023-08-05,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
130.0,mitchell williams,kathy35@example.com,738-348-0231,"3350 michael throughway, new lisa, mi 27468",2023-07-30,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
131.0,jesse edwards,nkirby@example.net,(814)766-5447x2,"04983 vasquez parkway, lake adam, md 37678",2024-09-21,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
132.0,elizabeth johnson,jessicaperez@example.com,001-302-523-576,"6785 leah burgs, shermanside, nv 89009",2024-02-09,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
133.0,howard jefferson,vickie57@example.net,9697157618,"753 dean green, tracybury, tn 11376",2024-10-27,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
134.0,stephanie acosta,ubriggs@example.net,+1-390-429-6297,"8917 steve hill, fostertown, ak 23789",2023-01-07,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
135.0,tyler young,madison75@example.org,+1-881-413-4554,"psc 6105, box 6243, apo ap 41780",2024-09-30,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
136.0,tiffany bell,adkinsjames@example.com,343.463.5860,"7035 roberts port, new kimberly, ne 75652",2022-04-01,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
137.0,eric rodriguez,regina47@example.org,336-471-6191,"158 rivera prairie suite 816, lake michelle, fl 20357",2022-12-27,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
138.0,heather cowan,sarah88@example.org,(325)206-1937,"1923 huynh club apt. 445, myersview, ca 37410",2023-02-25,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
139.0,tiffany smith,jose20@example.net,909-697-4162,"5167 gonzalez causeway suite 981, port michael, me 98000",2023-07-05,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
140.0,claudia trevino,heather62@example.org,575-661-4675x20,"639 reginald underpass apt. 390, reyeschester, ar 81107",2024-09-20,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
141.0,jennifer vaughn,mark48@example.com,(341)953-5836,"60042 anthony pike, amberhaven, az 66063",2022-07-30,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
142.0,,scottkatherine@example.net,(417)599-6449,"65507 sarah grove, lake kristinborough, fm 25288",2024-04-24,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
143.0,lisa greer,mcarter@example.org,(734)342-5033,"psc 0557, box 2014, apo aa 72667",2024-02-28,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
144.0,kenneth shannon,katiebarnes@example.com,431.462.3573,"168 michael club suite 484, allenport, mo 26341",2023-07-18,,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
145.0,robert tyler,perezroy@example.net,397.309.9717,"5057 richard wells apt. 615, hartport, oh 61352",2023-06-13,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
146.0,jesus johnson,christopherjennings@example.com,(424)600-5710x2,"78752 edward villages suite 831, port derrick, ne 88360",2024-07-02,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
147.0,mark cruz,joseph85@example.org,694-268-1926,"538 brett flats, rebeccaton, ny 94432",2023-08-09,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
148.0,linda martinez,george82@example.com,001-813-425-500,"4329 james mount apt. 502, new peter, nc 15765",2024-09-26,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
149.0,brent cook,janiceponce@example.com,908.694.3590,"952 tina tunnel, north randyton, as 07524",2022-03-24,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
150.0,ricky peterson,fgordon@example.com,+1-622-373-6284,"unit 8061 box 2513, dpo ae 59528",2022-08-28,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
151.0,darrell williams,joseph33@example.com,433.519.9500,"959 beck field, lake bradshire, ks 17764",2023-06-18,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
152.0,brendan adkins,gwilliams@example.com,+1-694-920-9535,"883 mata corner, christensenville, ca 74727",2024-09-23,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
153.0,michael ryan,wabbott@example.net,(785)984-0717,"4346 sanders orchard apt. 473, victoriatown, ma 26892",2024-09-03,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
154.0,tracy thompson dds,,001-734-777-892,"76219 gregory harbors, lake kimberlyhaven, sd 88430",2024-04-09,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,unknown,,2026-03-10T02:08:42.911139
155.0,kelly woodward,mcdonaldkathleen@example.org,3226284098,"5103 brent hill, east noahhaven, al 18447",2023-08-01,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
156.0,johnathan harris,qroach@example.net,(824)351-1073x2,"485 vasquez drive apt. 183, joanbury, mo 63514",2022-01-17,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
157.0,megan alexander,colleenmccarthy@example.net,(517)308-4978x7,"802 katie walk, south thomastown, ms 80369",,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
158.0,christopher jacobs,christineburns@example.net,+1-276-876-0467,"931 reed ford, east jennifer, gu 76180",2022-01-18,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
159.0,patricia martinez,bgonzalez@example.com,001-218-449-259,"48152 zachary pines suite 940, jasonland, wy 14582",2023-04-01,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
,joel moore,tyler80@example.com,001-352-670-270,"99490 rachel extension, waterstown, tx 42506",2022-10-21,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
161.0,michael burton,amanda25@example.net,001-396-561-882,"687 danny drives, new catherine, mp 04471",,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
162.0,theresa stone,jennifer75@example.org,2545383450,"704 schmidt fields, huffmanberg, il 04165",2022-07-07,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
163.0,kaitlyn jensen,arielpark@example.net,351.412.7263x75,"0171 anthony manors, north amyport, az 81869",2024-05-30,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
164.0,sara ramirez,brownchristopher@example.net,850-724-8615x39,"74964 nathaniel mountains apt. 005, dianaview, nj 27613",2023-05-04,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
165.0,kathleen roach,sharon62@example.net,908-965-0056,"684 lisa dam suite 775, east sarah, wi 45446",2023-03-13,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
166.0,victoria santos,rileyfrederick@example.net,817.703.3957,,2024-03-14,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
167.0,steven reynolds,murraylaura@example.org,514-443-5995,"3849 linda trail, wilkinsfurt, gu 93360",2023-01-11,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
168.0,jamie stephens,ryansmith@example.org,305.277.6452,"0017 howard villages suite 865, kurtview, wv 85701",2023-01-26,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
169.0,david garcia,ewalker@example.org,7066377321,"025 kathryn cove, lake rachelmouth, vt 87175",2022-03-20,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
170.0,jaclyn andersen,roberto72@example.com,(515)564-6572x4,"328 thompson plain, south stephanie, az 22746",2023-07-02,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
171.0,adam cobb,malonewalter@example.com,210-940-9079,"93367 kim rapids apt. 300, west jeffreyton, ak 16566",2022-03-04,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
172.0,rachel white,matthew62@example.net,(407)505-7892,"7770 thornton street apt. 642, pamelaville, as 93054",2022-01-26,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
173.0,kathleen adams,charles97@example.net,(658)794-5141x8,"92707 marc prairie apt. 681, port jennifer, pa 68114",,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
174.0,dr. derek gray,greerheather@example.org,9506736861,"673 shepherd greens, port jonathanville, ak 09457",2023-09-19,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
175.0,mary holt,john27@example.com,820-551-8905x37,"9556 susan islands, lake samantha, ca 30018",2022-06-21,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
176.0,gregory wright,lovejessica@example.org,397-403-4155,"87883 michael squares suite 144, south michael, ky 31983",2024-03-26,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
177.0,nathan morrow,ttate@example.net,261-646-7613x08,"7206 hernandez brook, east mark, nc 21212",2023-09-25,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
178.0,joseph thompson,bennettbeth@example.org,+1-812-994-6592,"114 owens park apt. 104, west charlesshire, tx 76774",2023-03-18,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
179.0,charles jacobs,sydneylong@example.com,+1-546-460-7080,"5611 walter streets suite 640, strongmouth, sd 16421",2024-08-05,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
180.0,thomas perez,andersonchristina@example.net,590.251.6032x22,"0197 watts forges, lake scottberg, fm 46459",2024-05-23,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
181.0,,brandi10@example.org,690.703.1888x35,"007 alyssa trail suite 194, steventown, co 84845",2022-11-29,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
182.0,brittany henry,jamesgray@example.com,(232)397-3399x5,"067 heidi street apt. 226, chenland, mo 39326",2022-12-18,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
183.0,zachary whitehead,xrivera@example.com,+1-652-461-0674,"psc 0799, box 1870, apo ap 09606",2024-06-14,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
184.0,,carterkevin@example.net,6529869318,"psc 1396, box 3853, apo ae 78950",2022-08-16,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
185.0,kara ward,williamferrell@example.org,+1-855-666-6451,"01731 king union, jamesborough, vt 19691",2022-04-30,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
186.0,mrs. desiree oliver,cheyenne04@example.net,727.644.3684x84,"unit 2968 box 5501, dpo ap 88198",2024-05-17,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
187.0,jessica williams,pricechristopher@example.org,+1-924-299-6008,"2182 krista trail suite 429, south loritown, oh 94103",2022-04-07,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
188.0,mr. christopher mason,charles09@example.org,,"5000 yoder gateway, jeremyview, ar 42330",2023-09-28,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
189.0,tyler lawson,hbernard@example.org,264-505-3807x27,"8073 alex common suite 225, lake tammy, ct 90169",2022-07-03,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
190.0,kimberly brown,jmitchell@example.org,+1-727-857-6167,"619 sellers curve, rayberg, ia 11064",2022-04-28,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
191.0,kara cox,michelemitchell@example.com,,"6674 sean rue, east catherinechester, ak 52516",2024-03-19,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
192.0,amanda pearson,isullivan@example.com,+1-832-228-2508,"1972 rachel greens, port christine, ks 70339",2022-06-17,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
193.0,tiffany brown,davidolson@example.org,001-549-379-679,,2024-07-13,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
194.0,,benjaminhernandez@example.com,+1-523-906-1234,"97887 chelsey expressway, new ericshire, ar 69657",2022-01-21,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
195.0,kevin hill,davisterri@example.org,(480)497-0503x3,"6048 paul field, johnnybury, va 07469",2023-01-07,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
196.0,john walton,walterchan@example.net,(291)879-3689x5,"00320 michael crescent, hardychester, va 43123",2022-08-13,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
197.0,andrew white,philipmendoza@example.net,001-748-333-128,"358 cameron view apt. 299, south gabrielle, ga 61484",2022-05-31,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
,christine price,michael65@example.net,(657)259-9059,"9773 gregory run, south williamburgh, ny 99937",2023-11-10,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
199.0,,julie98@example.com,+1-271-618-3910,"575 washington spring, new robert, co 20586",2023-09-06,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
200.0,jose cole,williamsemily@example.org,+1-568-281-2573,"90834 andrea loaf, lauraport, tx 50924",2022-05-10,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
201.0,tasha bailey,mckaykayla@example.org,745-805-3209,"66428 matthew brooks, kevinton, fl 06439",2024-06-03,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
202.0,jennifer perez,ubrown@example.net,+1-455-898-4690,"478 rebecca stravenue suite 985, east jamesport, gu 12053",2023-09-26,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
203.0,melanie butler,stacyfreeman@example.net,839-858-5775x62,,2023-11-12,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
204.0,,vcarlson@example.org,+1-651-791-3924,"016 smith islands apt. 954, aaronland, ar 10823",2022-06-11,False,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
205.0,jason gould,kingsteven@example.net,+1-412-215-2155,"9275 edward row suite 945, erinshire, nv 13734",2022-03-18,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
206.0,erica hernandez,stephaniechoi@example.net,573.438.7905x01,"129 parker dam, east diana, fl 01130",2023-01-20,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
207.0,richard taylor,joegarcia@example.org,001-838-362-669,"589 howard gardens, south carly, nh 49966",2024-10-23,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
208.0,jennifer gonzalez,wmann@example.org,655.799.7664x05,"59523 roberts square suite 976, east brianville, mt 02596",2024-05-04,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
209.0,ronnie morgan,umendoza@example.net,001-992-689-505,"8443 conner union suite 772, kellystad, nm 85205",2023-12-24,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
210.0,paul perry,towen@example.net,+1-242-557-9633,"09570 alyssa lights apt. 518, garciaborough, wa 65168",2024-08-13,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.net,,2026-03-10T02:08:42.911139
211.0,lori dixon,james58@example.org,+1-442-487-8408,"39188 angela shoals, fitzgeraldborough, sd 05951",2022-04-03,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
212.0,jennifer gibson,fhall@example.org,(600)407-2702x0,"767 willie plaza, audreyfort, nh 54971",2022-08-22,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
213.0,cynthia jackson,jessicasparks@example.com,715.351.0414,"855 andrew falls apt. 893, oliverchester, nc 03131",2022-05-02,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.com,,2026-03-10T02:08:42.911139
214.0,kyle riley,petersdavid@example.org,(316)242-2201x9,"834 timothy divide, west kyle, co 34293",2022-04-16,True,2025-11-30 20:16:12.560496,users_dataset.csv,2025-11-30,2025-11-30T15:05:40.677513,98,example.org,,2026-03-10T02:08:42.911139
