transaction_id,user_id,product_id,shop_id,quantity,unit_price,total_amount,discount_percent,discount_amount,tax_percent,tax_amount,final_amount,payment_method,transaction_status,transaction_date,transaction_ts,delivery_date,delivery_address,notes
106,245,709,16,2,11500.0,23000.0,0,0.0,8,1840.0,24840.0,Credit Card,Completed,2024-09-29,2024-09-29 18:39:50.963296,2024-10-01 18:39:50.963296,"55116 Brittany Well Apt. 599, Laurenhaven, WY 33773",Order for Essential Refined Coats
107,114,1944,1,3,11500.0,34500.0,5,1725.0,8,2622.0,35397.0,Debit Card,Cancelled,2024-08-30,2024-08-30 13:42:42.131428,,"8750 Hernandez Loop, West Chadburgh, VI 89363",Order for Lightweight Tailored Utility Pants
108,338,1346,11,3,5000.0,15000.0,0,0.0,8,1200.0,16200.0,Credit Card,Completed,2024-03-29,2024-03-29 20:52:42.866258,2024-04-04 20:52:42.866258,"8175 Lisa Hills Apt. 165, Susanside, NY 11722",Order for Dynamic Tailored Beach Wear
109,330,2104,24,2,9000.0,18000.0,5,900.0,8,1368.0,18468.0,Digital Wallet,Completed,2024-04-23,2024-04-23 14:47:16.522854,2024-04-29 14:47:16.522854,"83190 Michelle Manor Suite 929, West Travishaven, AS 28238",Order for Wide Leg Dynamic Denim Jackets
110,289,582,19,2,6000.0,12000.0,10,1200.0,8,864.0,11664.0,Digital Wallet,Completed,2024-03-29,2024-03-29 14:59:21.393710,2024-04-02 14:59:21.393710,"1917 White Stream, Port James, TN 46256",Order for Soft Trendy Beach Wear
111,84,508,1,1,14000.0,14000.0,0,0.0,8,1120.0,15120.0,Bank Transfer,Completed,2024-04-20,2024-04-20 01:53:37.438439,2024-04-22 01:53:37.438439,"25271 Phillips Estates, East Deborah, AZ 13550",Order for Retro Neutral Utility Pants
112,499,1246,22,1,12000.0,12000.0,0,0.0,8,960.0,12960.0,Debit Card,Completed,2024-04-10,2024-04-10 11:04:04.282179,2024-04-14 11:04:04.282179,"Unit 5993 Box 5499, DPO AP 45316",Order for Comfy Casual Hoodies & Jackets
113,294,2004,2,2,14500.0,29000.0,15,4350.0,8,1972.0,26622.0,COD,Completed,2024-01-03,2024-01-03 06:49:52.040569,2024-01-08 06:49:52.040569,"707 Thompson Prairie, North Danielstad, NM 14059",Order for Preppy Lightweight Denim Jackets
114,307,606,5,1,3000.0,3000.0,0,0.0,8,240.0,3240.0,Credit Card,Completed,2024-02-24,2024-02-24 07:50:34.231459,2024-02-27 07:50:34.231459,"2748 Sarah Glens, Port Jamesport, LA 97419",Order for Relaxed Camo Shorts
115,384,1125,1,2,4500.0,9000.0,0,0.0,8,720.0,9720.0,Debit Card,Completed,2024-10-29,2024-10-29 21:19:34.059968,2024-11-02 21:19:34.059968,"3684 Stark Heights, Thomasport, TN 78930",Order for Camo Minimalist T-Shirts
116,337,2323,17,2,8000.0,16000.0,0,0.0,8,1280.0,17280.0,Credit Card,Completed,2024-05-20,2024-05-20 07:08:59.729777,2024-05-26 07:08:59.729777,"657 Chavez Gateway, East Jamiemouth, ND 90422",Order for Trendy Layered Hoodies & Jackets
117,463,251,4,1,5500.0,5500.0,0,0.0,8,440.0,5940.0,Credit Card,Cancelled,2024-01-22,2024-01-22 07:01:09.168186,,"37871 Ryan Forest Suite 342, Amandaberg, AR 18011",Order for Retro Casual Chinos
118,305,1848,15,3,4000.0,12000.0,5,600.0,8,912.0,12312.0,Bank Transfer,Completed,2024-09-28,2024-09-28 11:39:16.001940,2024-10-05 11:39:16.001940,"70843 Courtney Throughway, North Joannaland, NC 96120",Order for Modern Structured Tanks
119,361,1971,7,2,9500.0,19000.0,0,0.0,8,1520.0,20520.0,Credit Card,Completed,2024-03-25,2024-03-25 18:27:01.155934,2024-04-01 18:27:01.155934,"7780 Stephen Road Apt. 689, Huntermouth, CT 58588",Order for Retro Refined Cardigans
120,186,1988,14,1,3000.0,3000.0,0,0.0,8,240.0,3240.0,Digital Wallet,Completed,2024-09-14,2024-09-14 09:52:05.981314,2024-09-17 09:52:05.981314,"Unit 2968 Box 5501, DPO AP 88198",Order for Structured Preppy Oversize Tee
121,442,228,18,3,4000.0,12000.0,0,0.0,8,960.0,12960.0,COD,Completed,2024-09-18,2024-09-18 11:23:59.721494,2024-09-20 11:23:59.721494,"8635 Jones Point Suite 408, North Andrewtown, TN 44339",Order for Heritage Minimalist Sweatshirts
122,212,1676,8,2,11500.0,23000.0,0,0.0,8,1840.0,24840.0,Credit Card,Completed,2024-01-07,2024-01-07 07:37:32.090352,2024-01-14 07:37:32.090352,"767 Willie Plaza, Audreyfort, NH 54971",Order for Modern Smart Kimono
123,382,1413,2,1,14500.0,14500.0,0,0.0,8,1160.0,15660.0,Bank Transfer,Failed,2024-08-03,2024-08-03 09:24:55.814484,,"PSC 1447, Box 1452, APO AA 29534",Order for Structured Heritage Kimono
124,72,1524,7,3,9500.0,28500.0,5,1425.0,8,2166.0,29241.0,Digital Wallet,Completed,2024-02-23,2024-02-23 08:18:52.441827,2024-02-25 08:18:52.441827,"996 Moore Islands Apt. 737, Heathertown, TN 72939",Order for Structured Functional Coats
125,470,1655,24,1,5000.0,5000.0,0,0.0,8,400.0,5400.0,Credit Card,Cancelled,2024-06-09,2024-06-09 02:00:57.804681,,"289 Morgan Stream Suite 709, Shawburgh, DE 60167",Order for Urban Trendy Joggers & Pants
126,134,861,13,1,2500.0,2500.0,0,0.0,8,200.0,2700.0,COD,Completed,2024-04-20,2024-04-20 00:47:26.277420,2024-04-23 00:47:26.277420,"8917 Steve Hill, Fostertown, AK 23789",Order for Urban Textured Shorts
127,63,1963,5,3,10000.0,30000.0,0,0.0,8,2400.0,32400.0,Bank Transfer,Completed,2024-01-30,2024-01-30 21:40:03.056230,2024-02-06 21:40:03.056230,"086 Nicole Forge, East Gregorytown, MN 75819",Order for Rustic Smart Denim Jackets
128,247,1414,5,3,4000.0,12000.0,0,0.0,8,960.0,12960.0,COD,Completed,2024-08-16,2024-08-16 19:24:16.298759,2024-08-22 19:24:16.298759,"1799 Tina Trail, Port Susanside, AL 19476",Order for Heritage Modern Shorts
129,37,1628,14,2,2500.0,5000.0,10,500.0,8,360.0,4860.0,Debit Card,Completed,2024-06-24,2024-06-24 11:12:09.344532,2024-06-30 11:12:09.344532,"0072 Garza Crest Suite 746, Nancyville, VA 16375",Order for Trendy Dynamic Polos
130,249,1961,15,1,5000.0,5000.0,0,0.0,8,400.0,5400.0,COD,Failed,2024-09-13,2024-09-13 21:29:30.433432,,"Unit 1097 Box 8073, DPO AE 68139",Order for Soft Relaxed Sweatshirts
131,13,2420,13,2,2500.0,5000.0,0,0.0,8,400.0,5400.0,Debit Card,Completed,2024-09-17,2024-09-17 01:26:47.367475,2024-09-21 01:26:47.367475,"549 Douglas Greens, Lake Annshire, MN 83044",Order for Sporty Oversized Polos
132,496,1465,3,3,4000.0,12000.0,10,1200.0,8,864.0,11664.0,Credit Card,Completed,2024-08-08,2024-08-08 13:08:33.182422,2024-08-13 13:08:33.182422,"0393 Davis Vista, West Ericaport, PR 47393",Order for Minimalist Functional Oversize Tee
133,234,1727,19,2,15000.0,30000.0,0,0.0,8,2400.0,32400.0,COD,Cancelled,2024-07-30,2024-07-30 07:25:27.692418,,"921 Shane Mills Suite 295, Bradleyfort, MD 78798",Order for Oversized Textured Hoodies & Jackets
134,487,1512,13,2,3000.0,6000.0,10,600.0,8,432.0,5832.0,Debit Card,Completed,2024-08-06,2024-08-06 12:24:07.671103,2024-08-12 12:24:07.671103,"8917 Arthur Mountains, Youngberg, NY 19574",Order for Minimalist Vintage Oversize Tee
135,332,1437,3,2,4000.0,8000.0,0,0.0,8,640.0,8640.0,Credit Card,Completed,2024-03-19,2024-03-19 02:42:53.367072,2024-03-23 02:42:53.367072,"112 Jessica Point, North Rachel, PW 61568",Order for Retro Essential Sweatshirts
136,45,1631,15,3,5500.0,16500.0,0,0.0,8,1320.0,17820.0,Credit Card,Completed,2024-05-17,2024-05-17 16:26:27.468973,2024-05-21 16:26:27.468973,"61799 Jennifer Village Apt. 371, West Pam, MP 84541",Order for Minimalist Oversized Chinos
137,251,866,6,2,14500.0,29000.0,0,0.0,8,2320.0,31320.0,Credit Card,Completed,2024-07-22,2024-07-22 16:35:44.910863,2024-07-24 16:35:44.910863,"90509 Davis Isle, Coltonview, HI 60568",Order for Rustic Refined Hoodies & Jackets
138,342,1418,5,3,3500.0,10500.0,10,1050.0,8,756.0,10206.0,Debit Card,Returned,2024-06-09,2024-06-09 07:37:13.348827,2024-06-15 07:37:13.348827,"616 Walter Lane, Davisfort, ND 35965",Order for Modern Structured Sweatshirts
139,155,2107,18,2,15000.0,30000.0,0,0.0,8,2400.0,32400.0,COD,Completed,2024-03-07,2024-03-07 01:48:19.099817,2024-03-10 01:48:19.099817,"5103 Brent Hill, East Noahhaven, AL 18447",Order for Modern Classic Cardigans
140,60,266,19,1,11500.0,11500.0,0,0.0,8,920.0,12420.0,Debit Card,Completed,2024-04-11,2024-04-11 00:13:39.076295,2024-04-16 00:13:39.076295,"741 Michael Point, Gordonchester, KY 13136",Order for Tailored Heritage Utility Pants
141,118,1014,2,2,10000.0,20000.0,10,2000.0,8,1440.0,19440.0,Credit Card,Completed,2024-07-10,2024-07-10 19:28:05.196007,2024-07-14 19:28:05.196007,"392 Lee Drive Suite 817, Amandashire, VA 09578",Order for Urban Bright Denim Jackets
142,304,66,19,1,2500.0,2500.0,0,0.0,8,200.0,2700.0,Debit Card,Completed,2024-04-03,2024-04-03 03:31:24.429668,2024-04-10 03:31:24.429668,"87208 Jose Tunnel Apt. 942, Codystad, IA 92584",Order for Layered Preppy Shorts
143,329,2266,17,3,4000.0,12000.0,10,1200.0,8,864.0,11664.0,Credit Card,Completed,2024-09-07,2024-09-07 14:21:33.495515,2024-09-09 14:21:33.495515,"55330 Tyler Wall Apt. 761, Lake Jaimeview, VI 00657",Order for Refined Bold Shorts
144,118,1854,1,1,3500.0,3500.0,0,0.0,8,280.0,3780.0,Digital Wallet,Completed,2024-05-25,2024-05-25 19:12:11.722146,2024-06-01 19:12:11.722146,"392 Lee Drive Suite 817, Amandashire, VA 09578",Order for Soft Tailored Sweatshirts
145,188,2423,15,2,12500.0,25000.0,0,0.0,8,2000.0,27000.0,Debit Card,Completed,2024-08-19,2024-08-19 09:27:52.957760,2024-08-25 09:27:52.957760,"5000 Yoder Gateway, Jeremyview, AR 42330",Order for Retro Essential Hoodies & Jackets
146,493,1983,11,2,5000.0,10000.0,0,0.0,8,800.0,10800.0,Credit Card,Completed,2024-01-30,2024-01-30 06:43:47.930262,2024-02-06 06:43:47.930262,"Unit 6721 Box 9702, DPO AE 87555",Order for Elegant Preppy Chinos
147,258,868,14,3,2500.0,7500.0,0,0.0,8,600.0,8100.0,Credit Card,Completed,2024-02-03,2024-02-03 00:45:42.569757,2024-02-07 00:45:42.569757,"905 Hall Loaf Apt. 623, Andreafurt, UT 75518",Order for Patterned Tailored Joggers & Pants
148,249,356,6,3,9500.0,28500.0,0,0.0,8,2280.0,30780.0,Credit Card,Completed,2024-06-28,2024-06-28 06:42:16.028669,2024-07-01 06:42:16.028669,"Unit 1097 Box 8073, DPO AE 68139",Order for Trendy Minimalist Kimono
149,19,766,1,3,2500.0,7500.0,0,0.0,8,600.0,8100.0,Credit Card,Completed,2024-07-11,2024-07-11 23:39:21.422066,2024-07-16 23:39:21.422066,"3743 Kristen Motorway Suite 202, East Jennifertown, SC 47907",Order for Statement Layered Tanks
150,88,1834,22,1,12000.0,12000.0,10,1200.0,8,864.0,11664.0,Debit Card,Completed,2024-09-20,2024-09-20 08:43:49.330724,2024-09-24 08:43:49.330724,"157 David Corners, North Taylorfort, RI 59751",Order for Retro Essential Coats
151,173,2420,13,1,2500.0,2500.0,0,0.0,8,200.0,2700.0,Credit Card,Completed,2024-10-07,2024-10-07 04:05:56.644137,2024-10-10 04:05:56.644137,"92707 Marc Prairie Apt. 681, Port Jennifer, PA 68114",Order for Sporty Oversized Polos
152,459,1567,24,3,4500.0,13500.0,5,675.0,8,1026.0,13851.0,Debit Card,Completed,2024-08-14,2024-08-14 15:58:25.147648,2024-08-16 15:58:25.147648,"531 Stephen Mountain Apt. 775, Port Christophermouth, AR 67592",Order for Casual Luxury Track Pants
153,452,1105,15,1,10000.0,10000.0,0,0.0,8,800.0,10800.0,Bank Transfer,Completed,2024-03-23,2024-03-23 17:34:50.177857,2024-03-27 17:34:50.177857,"USCGC Adams, FPO AP 56410",Order for Structured Sporty Kimono
154,388,1725,17,1,9500.0,9500.0,0,0.0,8,760.0,10260.0,Digital Wallet,Completed,2024-04-13,2024-04-13 22:35:55.169943,2024-04-19 22:35:55.169943,"5690 Antonio Road Suite 353, New Jennifermouth, IN 36408",Order for Urban Relaxed Hoodies & Jackets
155,176,2037,19,2,3000.0,6000.0,0,0.0,8,480.0,6480.0,Debit Card,Pending,2024-02-04,2024-02-04 22:51:22.388792,2024-02-11 22:51:22.388792,"87883 Michael Squares Suite 144, South Michael, KY 31983",Order for Comfy Bright T-Shirts
156,365,1869,9,2,4500.0,9000.0,5,450.0,8,684.0,9234.0,Credit Card,Completed,2024-02-08,2024-02-08 21:23:01.826106,2024-02-12 21:23:01.826106,"Unit 1065 Box 1820, DPO AE 18156",Order for Tailored Elegant Track Pants
157,243,1463,24,3,4500.0,13500.0,0,0.0,8,1080.0,14580.0,Bank Transfer,Returned,2024-02-22,2024-02-22 23:09:27.302480,2024-02-29 23:09:27.302480,"6620 Smith Avenue, North Yvonnefurt, MI 53487",Order for Casual Minimalist Sweatshirts
158,109,350,7,2,3500.0,7000.0,0,0.0,8,560.0,7560.0,Digital Wallet,Completed,2024-05-07,2024-05-07 17:45:52.360306,2024-05-14 17:45:52.360306,"214 Rebecca Forges, Harrisonborough, WV 97997",Order for Modern Essential Polos
159,301,2073,3,1,13500.0,13500.0,0,0.0,8,1080.0,14580.0,Bank Transfer,Completed,2024-04-12,2024-04-12 18:32:27.907530,2024-04-15 18:32:27.907530,"905 Nelson Circles, Thomashaven, RI 94107",Order for Dynamic Textured Utility Pants
160,365,6,1,3,12500.0,37500.0,0,0.0,8,3000.0,40500.0,Debit Card,Completed,2024-09-04,2024-09-04 04:53:33.656446,2024-09-10 04:53:33.656446,"Unit 1065 Box 1820, DPO AE 18156",Order for Urban Urban Blazers
161,367,856,20,2,15000.0,30000.0,15,4500.0,8,2040.0,27540.0,Bank Transfer,Completed,2024-10-06,2024-10-06 12:11:10.962159,2024-10-11 12:11:10.962159,"USS Ponce, FPO AP 40596",Order for Camo Functional Denim Jackets
162,276,448,17,1,2500.0,2500.0,0,0.0,8,200.0,2700.0,Bank Transfer,Completed,2024-04-04,2024-04-04 01:12:57.085282,2024-04-11 01:12:57.085282,"83538 Geoffrey Center, Daniellebury, LA 40429",Order for Edgy Luxury Joggers & Pants
163,59,540,2,1,13500.0,13500.0,0,0.0,8,1080.0,14580.0,Digital Wallet,Completed,2024-05-10,2024-05-10 01:05:43.513573,2024-05-14 01:05:43.513573,"1926 Cameron Branch Apt. 323, Lake Kevin, VI 40653",Order for Patterned Oversized Blazers
164,242,2482,18,1,3500.0,3500.0,0,0.0,8,280.0,3780.0,Debit Card,Completed,2024-08-14,2024-08-14 16:58:02.495665,2024-08-17 16:58:02.495665,"94330 Angela Circle Suite 662, New Kendra, WV 69002",Order for Minimalist Functional Polos
165,36,657,2,2,12000.0,24000.0,0,0.0,8,1920.0,25920.0,COD,Completed,2024-07-19,2024-07-19 23:36:15.184853,2024-07-25 23:36:15.184853,"16124 Eric Motorway, Jessicafort, PR 55062",Order for Layered Heritage Utility Pants
166,477,2484,13,1,10000.0,10000.0,5,500.0,8,760.0,10260.0,Debit Card,Completed,2024-10-21,2024-10-21 05:48:39.438095,2024-10-25 05:48:39.438095,"Unit 1851 Box 2102, DPO AP 72266",Order for Casual Preppy Hoodies & Jackets
167,82,1332,4,2,4500.0,9000.0,0,0.0,8,720.0,9720.0,COD,Completed,2024-07-30,2024-07-30 08:12:05.250882,2024-08-02 08:12:05.250882,"PSC 8876, Box 8415, APO AA 53943",Order for Heritage Edgy T-Shirts
168,133,201,13,2,11500.0,23000.0,10,2300.0,8,1656.0,22356.0,Digital Wallet,Completed,2024-08-28,2024-08-28 06:58:29.740301,2024-09-01 06:58:29.740301,"753 Dean Green, Tracybury, TN 11376",Order for Neutral Comfy Coats
169,347,633,12,3,5000.0,15000.0,10,1500.0,8,1080.0,14580.0,Bank Transfer,Completed,2024-09-12,2024-09-12 02:53:39.374624,2024-09-18 02:53:39.374624,"24256 Chung Summit, Mathewsbury, NY 06118",Order for Luxury Elegant Track Pants
170,454,1213,18,3,3500.0,10500.0,5,525.0,8,798.0,10773.0,Credit Card,Completed,2024-01-12,2024-01-12 05:09:32.174104,2024-01-18 05:09:32.174104,"3229 Cooper Mission, North Ryan, KS 13364",Order for Bright Vintage Track Pants
171,22,1881,19,1,10000.0,10000.0,5,500.0,8,760.0,10260.0,Bank Transfer,Completed,2024-10-22,2024-10-22 07:31:32.704124,2024-10-27 07:31:32.704124,"59182 Reid Square, New Rodney, CO 15693",Order for Trendy Essential Utility Pants
172,77,1970,1,1,3500.0,3500.0,10,350.0,8,252.0,3402.0,Debit Card,Completed,2024-09-06,2024-09-06 11:46:41.050552,2024-09-13 11:46:41.050552,"257 Hamilton Tunnel, Bowenberg, NH 23231",Order for Classic Neutral Shorts
173,146,1700,18,3,3000.0,9000.0,0,0.0,8,720.0,9720.0,Debit Card,Completed,2024-09-17,2024-09-17 11:22:13.234976,2024-09-19 11:22:13.234976,"78752 Edward Villages Suite 831, Port Derrick, NE 88360",Order for Elegant Camo Joggers & Pants
174,368,2238,19,1,5000.0,5000.0,0,0.0,8,400.0,5400.0,Debit Card,Completed,2024-08-02,2024-08-02 00:34:41.365885,2024-08-08 00:34:41.365885,"2177 Benjamin Burgs, East Joseland, PA 05537",Order for Trendy Soft Chinos
175,21,45,17,3,4000.0,12000.0,0,0.0,8,960.0,12960.0,Debit Card,Completed,2024-06-13,2024-06-13 23:39:48.982469,2024-06-17 23:39:48.982469,"8153 Alan Mills, Katieside, MO 43065",Order for Relaxed Bold Chinos
176,269,910,16,2,4000.0,8000.0,0,0.0,8,640.0,8640.0,COD,Completed,2024-05-12,2024-05-12 06:17:43.018625,2024-05-17 06:17:43.018625,"250 Mitchell Prairie Apt. 661, Rodneystad, MA 89790",Order for Preppy Essential Polos
177,357,2472,13,2,4000.0,8000.0,10,800.0,8,576.0,7776.0,COD,Completed,2024-09-18,2024-09-18 13:12:08.585912,2024-09-20 13:12:08.585912,"271 Rose Common, New Shannon, AZ 11651",Order for Statement Edgy Polos
178,192,435,6,1,13000.0,13000.0,0,0.0,8,1040.0,14040.0,Bank Transfer,Completed,2024-09-25,2024-09-25 05:53:12.186548,2024-10-02 05:53:12.186548,"1972 Rachel Greens, Port Christine, KS 70339",Order for Trendy Slim Fit Kimono
179,59,1033,5,2,4500.0,9000.0,5,450.0,8,684.0,9234.0,COD,Completed,2024-05-03,2024-05-03 01:23:51.849090,2024-05-10 01:23:51.849090,"1926 Cameron Branch Apt. 323, Lake Kevin, VI 40653",Order for Luxury Classic Track Pants
180,469,1884,19,1,3500.0,3500.0,0,0.0,8,280.0,3780.0,COD,Completed,2024-04-03,2024-04-03 07:44:56.615135,2024-04-09 07:44:56.615135,"7996 Stephanie Estate, North Christopher, MP 25460",Order for Sporty Edgy Polos
181,483,2037,19,1,3000.0,3000.0,0,0.0,8,240.0,3240.0,Debit Card,Completed,2024-07-16,2024-07-16 20:44:44.972824,2024-07-20 20:44:44.972824,"455 Jennifer Route Suite 714, Port Taylor, RI 95251",Order for Comfy Bright T-Shirts
182,437,1965,18,3,13000.0,39000.0,0,0.0,8,3120.0,42120.0,Debit Card,Completed,2024-04-03,2024-04-03 18:24:21.551444,2024-04-07 18:24:21.551444,"PSC 4373, Box 2937, APO AE 25478",Order for Edgy Preppy Hoodies & Jackets
183,10,1707,3,1,14500.0,14500.0,5,725.0,8,1102.0,14877.0,Digital Wallet,Completed,2024-07-22,2024-07-22 01:52:32.196119,2024-07-29 01:52:32.196119,"086 Michelle Burgs Suite 274, Hilltown, IN 98804",Order for Neutral Elegant Blazers
184,412,1144,18,3,9500.0,28500.0,0,0.0,8,2280.0,30780.0,Digital Wallet,Completed,2024-07-17,2024-07-17 22:35:01.749369,2024-07-23 22:35:01.749369,"4628 Hickman Springs, North Johnshire, CA 65585",Order for Layered Structured Coats
185,13,186,19,2,3000.0,6000.0,0,0.0,8,480.0,6480.0,Credit Card,Completed,2024-06-02,2024-06-02 11:17:42.981019,2024-06-06 11:17:42.981019,"549 Douglas Greens, Lake Annshire, MN 83044",Order for Trendy Refined Track Pants
186,259,2210,4,1,4000.0,4000.0,10,400.0,8,288.0,3888.0,Bank Transfer,Completed,2024-02-06,2024-02-06 03:22:18.034890,2024-02-11 03:22:18.034890,"2831 Stephanie Key, Haneyville, NM 75434",Order for Sporty Dynamic Polos
187,105,443,5,3,10000.0,30000.0,0,0.0,8,2400.0,32400.0,Debit Card,Completed,2024-04-29,2024-04-29 04:11:06.738621,2024-05-01 04:11:06.738621,"5786 Drew Road Apt. 879, North Heathertown, ID 15970",Order for Lightweight Patterned Cardigans
188,205,584,13,2,10500.0,21000.0,10,2100.0,8,1512.0,20412.0,Credit Card,Completed,2024-08-20,2024-08-20 10:54:56.224649,2024-08-23 10:54:56.224649,"9275 Edward Row Suite 945, Erinshire, NV 13734",Order for Elegant Elegant Denim Jackets
189,391,2096,24,2,10500.0,21000.0,0,0.0,8,1680.0,22680.0,COD,Completed,2024-03-11,2024-03-11 11:25:16.660638,2024-03-18 11:25:16.660638,"84650 Tammy Crossroad Apt. 231, Barronmouth, ID 46465",Order for Bright Wide Leg Cardigans
190,113,376,2,3,4500.0,13500.0,0,0.0,8,1080.0,14580.0,Bank Transfer,Completed,2024-06-13,2024-06-13 01:08:19.944141,2024-06-19 01:08:19.944141,"Unit 3202 Box 8139, DPO AP 35763",Order for Neutral Lightweight Polos
191,325,637,24,1,13000.0,13000.0,0,0.0,8,1040.0,14040.0,COD,Completed,2024-01-22,2024-01-22 15:26:46.400699,2024-01-26 15:26:46.400699,"44230 Flores Plain, Singletonmouth, MH 49526",Order for Vintage Patterned Kimono
192,62,1418,5,3,3500.0,10500.0,0,0.0,8,840.0,11340.0,COD,Failed,2024-09-11,2024-09-11 10:21:17.116887,,"764 Cox Canyon Suite 058, New Matthew, IL 47409",Order for Modern Structured Sweatshirts
193,254,659,24,3,5000.0,15000.0,0,0.0,8,1200.0,16200.0,Bank Transfer,Completed,2024-08-29,2024-08-29 17:06:34.108078,2024-09-02 17:06:34.108078,"Unit 6767 Box 1297, DPO AP 47274",Order for Soft Retro Oversize Tee
194,24,737,5,3,14500.0,43500.0,0,0.0,8,3480.0,46980.0,Credit Card,Completed,2024-08-14,2024-08-14 13:52:50.646968,2024-08-19 13:52:50.646968,"27302 Day Stream Suite 138, East Brucehaven, MA 35457",Order for Oversized Layered Kimono
195,205,890,18,2,7000.0,14000.0,0,0.0,8,1120.0,15120.0,Credit Card,Completed,2024-10-12,2024-10-12 23:45:35.559513,2024-10-16 23:45:35.559513,"9275 Edward Row Suite 945, Erinshire, NV 13734",Order for Tailored Elegant Chinos
196,360,1029,16,2,9500.0,19000.0,0,0.0,8,1520.0,20520.0,Credit Card,Completed,2024-07-14,2024-07-14 21:33:31.874141,2024-07-16 21:33:31.874141,"PSC 2422, Box 6768, APO AP 77312",Order for Minimalist Bold Utility Pants
197,435,809,14,1,12500.0,12500.0,0,0.0,8,1000.0,13500.0,Debit Card,Completed,2024-03-31,2024-03-31 19:48:16.450697,2024-04-06 19:48:16.450697,"31072 Zamora Ford Apt. 631, New Cheyennetown, ND 56482",Order for Elegant Luxury Denim Jackets
198,323,2500,13,1,3000.0,3000.0,0,0.0,8,240.0,3240.0,Credit Card,Completed,2024-07-03,2024-07-03 00:49:54.165039,2024-07-07 00:49:54.165039,"8634 Molina Ranch Suite 411, East Anthonyberg, VT 13621",Order for Bright Dynamic Shorts
199,311,40,16,3,4000.0,12000.0,5,600.0,8,912.0,12312.0,Credit Card,Completed,2024-06-14,2024-06-14 15:20:46.533015,2024-06-16 15:20:46.533015,"3034 Jefferson Harbors, Jesseview, VA 49413",Order for Edgy Retro Oversize Tee
200,410,959,2,1,11000.0,11000.0,0,0.0,8,880.0,11880.0,COD,Completed,2024-07-14,2024-07-14 14:59:39.900620,2024-07-16 14:59:39.900620,"71644 Bradley Garden, Barrymouth, ME 77162",Order for Heritage Statement Kimono
201,377,633,12,2,5000.0,10000.0,5,500.0,8,760.0,10260.0,Debit Card,Completed,2024-08-20,2024-08-20 11:19:39.133950,2024-08-22 11:19:39.133950,"5329 Charles Fords, Danielleport, HI 10217",Order for Luxury Elegant Track Pants
202,497,284,20,2,2500.0,5000.0,0,0.0,8,400.0,5400.0,COD,Completed,2024-09-02,2024-09-02 23:38:23.237986,2024-09-08 23:38:23.237986,"9123 Andrew Lights, North Stephaniemouth, AS 51697",Order for Layered Casual Tanks
203,262,1642,18,3,14500.0,43500.0,10,4350.0,8,3132.0,42282.0,Debit Card,Completed,2024-07-01,2024-07-01 02:19:56.238412,2024-07-08 02:19:56.238412,"USNV Vaughn, FPO AP 38925",Order for Neutral Urban Utility Pants
204,384,1103,6,2,13500.0,27000.0,0,0.0,8,2160.0,29160.0,Credit Card,Completed,2024-07-09,2024-07-09 10:55:10.613664,2024-07-12 10:55:10.613664,"3684 Stark Heights, Thomasport, TN 78930",Order for Luxury Slim Fit Utility Pants
205,102,2143,13,3,11000.0,33000.0,0,0.0,8,2640.0,35640.0,Credit Card,Completed,2024-10-21,2024-10-21 09:40:21.580635,2024-10-25 09:40:21.580635,"722 Malone Grove Suite 784, Hendersonshire, PR 93965",Order for Preppy Relaxed Denim Jackets
206,333,562,15,3,4000.0,12000.0,0,0.0,8,960.0,12960.0,Credit Card,Completed,2024-05-11,2024-05-11 09:51:33.409332,2024-05-15 09:51:33.409332,"78262 Todd Fords, Lake Melissamouth, NM 07713",Order for Edgy Edgy Shorts
207,287,1754,20,3,12500.0,37500.0,0,0.0,8,3000.0,40500.0,Credit Card,Completed,2024-10-09,2024-10-09 02:49:30.581926,2024-10-16 02:49:30.581926,"9102 Walker Prairie, Port Shawnstad, CO 01027",Order for Tailored Neutral Kimono
208,371,388,4,2,9500.0,19000.0,5,950.0,8,1444.0,19494.0,Debit Card,Completed,2024-01-25,2024-01-25 13:16:03.166667,2024-01-31 13:16:03.166667,"2126 Smith Spring, Brendamouth, PW 77291",Order for Vintage Vintage Cardigans
209,409,642,3,2,2500.0,5000.0,0,0.0,8,400.0,5400.0,COD,Completed,2024-07-07,2024-07-07 22:56:21.109238,2024-07-09 22:56:21.109238,"089 Knight Ranch Suite 833, East Thomasmouth, UT 79582",Order for Oversized Luxury Shorts
210,232,2496,9,3,4000.0,12000.0,5,600.0,8,912.0,12312.0,Credit Card,Pending,2024-04-21,2024-04-21 15:53:26.323424,2024-04-27 15:53:26.323424,"426 Lisa Junctions Suite 891, Port Brian, IA 41865",Order for Bright Neutral Beach Wear
211,207,239,2,2,4500.0,9000.0,10,900.0,8,648.0,8748.0,COD,Completed,2024-08-31,2024-08-31 19:15:09.528961,2024-09-03 19:15:09.528961,"589 Howard Gardens, South Carly, NH 49966",Order for Sporty Comfy Track Pants
212,346,677,7,3,4000.0,12000.0,0,0.0,8,960.0,12960.0,Debit Card,Completed,2024-02-02,2024-02-02 01:27:57.072366,2024-02-08 01:27:57.072366,"996 Buchanan Springs Suite 652, Patriciachester, NJ 91618",Order for Edgy Preppy Polos
