transaction_id,user_id,product_id,shop_id,quantity,unit_price,total_amount,discount_percent,discount_amount,tax_percent,tax_amount,final_amount,payment_method,transaction_status,transaction_date,transaction_ts,delivery_date,delivery_address,notes,pos_timestamp,kafka_timestamp,source,received_timestamp,offset,partition
70.0,312.0,1118.0,15.0,2.0,4500.0,9000.0,0.0,0.0,8.0,720.0,9720.0,COD,Completed,2024-01-10,2024-01-10 08:22:30.094271,2024-01-15 08:22:30.094271,"972 Adams Summit Apt. 896, Connieland, LA 11279",Order for Oversized Tailored Beach Wear,2026-02-25T10:46:50.513402,2026-02-25T10:46:50.513402,pos_system,2026-02-25T11:15:16.140884,69,0
71.0,206.0,1932.0,1.0,2.0,2500.0,5000.0,0.0,0.0,8.0,400.0,5400.0,Credit Card,,2024-07-22,2024-07-22 15:30:51.865733,,"129 Parker Dam, East Diana, FL 01130",Order for Slim Fit Patterned Oversize Tee,2026-02-25T10:46:50.533975,2026-02-25T10:46:50.533975,pos_system,2026-02-25T11:15:16.140884,70,0
72.0,301.0,791.0,,3.0,3000.0,9000.0,0.0,0.0,8.0,720.0,9720.0,Bank Transfer,Completed,2024-03-15,2024-03-15 10:24:13.793090,2024-03-18 10:24:13.793090,"905 Nelson Circles, Thomashaven, RI 94107",Order for Tailored Relaxed Sweatshirts,2026-02-25T10:46:50.554521,2026-02-25T10:46:50.554521,pos_system,2026-02-25T11:15:16.140884,71,0
73.0,369.0,1546.0,21.0,1.0,2500.0,2500.0,0.0,0.0,8.0,200.0,2700.0,Credit Card,Completed,2024-10-09,2024-10-09 15:35:56.382132,2024-10-11 15:35:56.382132,"9974 Jose Mission, Helenchester, CA 91320",Order for Essential Tailored Shorts,2026-02-25T10:46:50.575951,2026-02-25T10:46:50.575951,pos_system,2026-02-25T11:15:16.140884,72,0
74.0,296.0,2467.0,19.0,1.0,3500.0,3500.0,0.0,0.0,8.0,280.0,3780.0,Digital Wallet,Completed,2024-08-08,2024-08-08 21:57:41.515655,2024-08-14 21:57:41.515655,"8834 Garcia Forges, Lake Markstad, NM 03877",Order for Bright Preppy T-Shirts,2026-02-25T10:46:50.596812,2026-02-25T10:46:50.596812,pos_system,2026-02-25T11:15:16.140884,73,0
75.0,295.0,,10.0,2.0,4000.0,8000.0,5.0,400.0,8.0,608.0,8208.0,Credit Card,Completed,2024-07-24,2024-07-24 00:43:29.408103,2024-07-28 00:43:29.408103,"943 Mary Locks Apt. 303, Mcphersonshire, MI 09670",Order for Structured Comfy Chinos,2026-02-25T10:46:50.618341,2026-02-25T10:46:50.618341,pos_system,2026-02-25T11:15:16.140884,74,0
76.0,21.0,1870.0,1.0,1.0,,15000.0,0.0,0.0,8.0,1200.0,16200.0,Credit Card,Completed,,2024-04-15 09:13:09.020731,2024-04-17 09:13:09.020731,"8153 Alan Mills, Katieside, MO 43065",Order for Elegant Layered Cardigans,2026-02-25T10:46:50.639868,2026-02-25T10:46:50.639868,pos_system,2026-02-25T11:15:16.140884,75,0
77.0,112.0,855.0,8.0,2.0,14000.0,28000.0,10.0,2800.0,8.0,2016.0,27216.0,Bank Transfer,Completed,,2024-02-25 12:27:07.408369,2024-02-28 12:27:07.408369,"834 Ann Spur, Brooksmouth, IN 16385",Order for Minimalist Structured Utility Pants,2026-02-25T10:46:50.660606,2026-02-25T10:46:50.660606,pos_system,2026-02-25T11:15:16.140884,76,0
78.0,326.0,2034.0,17.0,2.0,12500.0,25000.0,0.0,0.0,8.0,2000.0,,Debit Card,Completed,2024-02-10,2024-02-10 22:47:10.711864,,"26764 Brenda Mountain, Lake Ryan, OH 87429",Order for Textured Dynamic Utility Pants,2026-02-25T10:46:50.681787,2026-02-25T10:46:50.681787,pos_system,2026-02-25T11:15:16.140884,77,0
79.0,108.0,636.0,8.0,1.0,15000.0,15000.0,0.0,0.0,8.0,1200.0,16200.0,Bank Transfer,Completed,2024-06-22,2024-06-22 17:20:12.891102,2024-06-25 17:20:12.891102,"Unit 2835 Box 7952, DPO AP 50771",Order for Structured Soft Utility Pants,2026-02-25T10:46:50.704193,2026-02-25T10:46:50.704193,pos_system,2026-02-25T11:15:16.140884,78,0
80.0,432.0,380.0,23.0,3.0,8000.0,24000.0,0.0,0.0,8.0,1920.0,25920.0,Digital Wallet,Completed,2024-05-16,,,,Order for Retro Comfy Hoodies & Jackets,2026-02-25T10:46:50.725213,2026-02-25T10:46:50.725213,pos_system,2026-02-25T11:15:16.140884,79,0
81.0,291.0,1995.0,14.0,1.0,10000.0,10000.0,0.0,0.0,8.0,800.0,10800.0,Credit Card,Completed,2024-04-27,2024-04-27 09:05:43.212801,2024-04-29 09:05:43.212801,"34294 Raymond Parks Suite 934, Lake Amandamouth, LA 08886",Order for Relaxed Urban Kimono,2026-02-25T10:46:50.746031,2026-02-25T10:46:50.746031,pos_system,2026-02-25T11:15:16.140884,80,0
82.0,273.0,1878.0,24.0,,4500.0,13500.0,5.0,675.0,8.0,1026.0,13851.0,Bank Transfer,Completed,2024-04-30,2024-04-30 05:07:37.333345,2024-05-02 05:07:37.333345,"863 Olson Bridge Suite 448, Hendersonstad, PA 65640",Order for Layered Soft Chinos,2026-02-25T10:46:50.766930,2026-02-25T10:46:50.766930,pos_system,2026-02-25T11:15:16.140884,81,0
83.0,95.0,156.0,5.0,1.0,3000.0,3000.0,5.0,150.0,8.0,228.0,3078.0,COD,Completed,2024-03-31,2024-03-31 01:01:47.282287,2024-04-02 01:01:47.282287,"467 Ryan Glen Suite 618, New Karishire, WI 75246",Order for Textured Edgy Track Pants,2026-02-25T10:46:50.787842,2026-02-25T10:46:50.787842,pos_system,2026-02-25T11:15:16.140884,82,0
84.0,117.0,203.0,18.0,1.0,2500.0,2500.0,0.0,0.0,8.0,200.0,2700.0,,Completed,2024-03-27,2024-03-27 17:37:11.608645,2024-04-01 17:37:11.608645,"47361 Meagan Locks Suite 578, Sandersbury, ND 81106",Order for Comfy Chic Joggers & Pants,2026-02-25T10:46:50.808422,2026-02-25T10:46:50.808422,pos_system,2026-02-25T11:15:16.140884,83,0
85.0,450.0,462.0,8.0,3.0,11000.0,33000.0,0.0,0.0,8.0,2640.0,35640.0,Credit Card,Completed,2024-04-15,2024-04-15 18:39:57.668558,2024-04-17 18:39:57.668558,"34115 Benjamin Fork, Rubenland, KY 35071",Order for Layered Bright Blazers,2026-02-25T10:46:50.829445,2026-02-25T10:46:50.829445,pos_system,2026-02-25T11:15:16.140884,84,0
86.0,463.0,1319.0,12.0,2.0,3000.0,6000.0,0.0,0.0,8.0,480.0,6480.0,COD,Completed,2024-07-10,2024-07-10 03:54:42.510331,2024-07-13 03:54:42.510331,"37871 Ryan Forest Suite 342, Amandaberg, AR 18011",Order for Vintage Patterned Beach Wear,2026-02-25T10:46:50.850004,2026-02-25T10:46:50.850004,pos_system,2026-02-25T11:15:16.140884,85,0
87.0,449.0,2300.0,10.0,3.0,5000.0,15000.0,0.0,0.0,8.0,1200.0,16200.0,Credit Card,Completed,2024-03-28,2024-03-28 06:14:09.795986,2024-04-03 06:14:09.795986,"51500 Cline Springs, Amyborough, ID 79008",Order for Layered Trendy Beach Wear,2026-02-25T10:46:50.870551,2026-02-25T10:46:50.870551,pos_system,2026-02-25T11:15:16.140884,86,0
88.0,20.0,1105.0,15.0,3.0,10000.0,30000.0,,3000.0,8.0,2160.0,29160.0,Bank Transfer,Completed,2024-06-17,2024-06-17 10:28:00.199655,2024-06-19 10:28:00.199655,"6554 Eric Union Suite 994, Hessfort, WI 90807",Order for Structured Sporty Kimono,2026-02-25T10:46:50.891717,2026-02-25T10:46:50.891717,pos_system,2026-02-25T11:15:16.140884,87,0
89.0,62.0,362.0,12.0,2.0,10500.0,21000.0,0.0,0.0,8.0,1680.0,22680.0,Debit Card,Completed,2024-07-22,2024-07-22 20:02:43.626011,2024-07-26 20:02:43.626011,"764 Cox Canyon Suite 058, New Matthew, IL 47409",Order for Statement Casual Utility Pants,2026-02-25T10:46:50.913190,2026-02-25T10:46:50.913190,pos_system,2026-02-25T11:15:16.140884,88,0
90.0,417.0,1468.0,18.0,2.0,3000.0,6000.0,0.0,0.0,8.0,480.0,6480.0,Debit Card,Pending,2024-03-01,2024-03-01 15:36:32.089029,2024-03-07 15:36:32.089029,"9571 Cory Skyway Apt. 162, North Dylan, CT 90861",Order for Elegant Chic T-Shirts,2026-02-25T10:46:50.933757,2026-02-25T10:46:50.933757,pos_system,2026-02-25T11:15:16.140884,89,0
91.0,202.0,68.0,3.0,1.0,14000.0,14000.0,0.0,0.0,8.0,1120.0,15120.0,Bank Transfer,Completed,2024-06-23,2024-06-23 01:58:10.631338,2024-06-30 01:58:10.631338,"478 Rebecca Stravenue Suite 985, East Jamesport, GU 12053",Order for Patterned Functional Kimono,2026-02-25T10:46:50.955183,2026-02-25T10:46:50.955183,pos_system,2026-02-25T11:15:16.140884,90,0
92.0,477.0,,14.0,1.0,3000.0,3000.0,0.0,0.0,8.0,240.0,3240.0,Debit Card,Completed,2024-09-19,2024-09-19 16:52:14.289510,2024-09-25 16:52:14.289510,"Unit 1851 Box 2102, DPO AP 72266",Order for Bright Wide Leg Joggers & Pants,2026-02-25T10:46:50.976203,2026-02-25T10:46:50.976203,pos_system,2026-02-25T11:15:16.140884,91,0
93.0,111.0,209.0,20.0,3.0,2500.0,7500.0,0.0,0.0,8.0,600.0,8100.0,Credit Card,Cancelled,2024-06-11,2024-06-11 03:53:48.803439,,"475 Daniel Pike, Johnside, NM 76690",Order for Wide Leg Layered Oversize Tee,2026-02-25T10:46:50.996844,2026-02-25T10:46:50.996844,pos_system,2026-02-25T11:15:16.140884,92,0
94.0,166.0,340.0,9.0,3.0,14500.0,43500.0,0.0,0.0,8.0,3480.0,46980.0,Credit Card,Cancelled,2024-04-29,2024-04-29 23:08:27.155277,,"676 Sarah Estate, North Shane, WY 95071",Order for Chic Wide Leg Denim Jackets,2026-02-25T10:46:51.017845,2026-02-25T10:46:51.017845,pos_system,2026-02-25T11:15:16.140884,93,0
95.0,134.0,413.0,13.0,3.0,4000.0,12000.0,0.0,0.0,8.0,960.0,12960.0,Credit Card,Completed,2024-05-12,2024-05-12 05:14:03.004621,2024-05-17 05:14:03.004621,"8917 Steve Hill, Fostertown, AK 23789",Order for Bright Wide Leg Oversize Tee,2026-02-25T10:46:51.040802,2026-02-25T10:46:51.040802,pos_system,2026-02-25T11:15:16.140884,94,0
96.0,275.0,921.0,23.0,1.0,14000.0,14000.0,0.0,0.0,8.0,1120.0,15120.0,Credit Card,Cancelled,2024-02-13,2024-02-13 20:18:58.047399,,"392 Mendoza Center Apt. 182, Sabrinashire, ID 45505",Order for Elegant Preppy Cardigans,2026-02-25T10:46:51.061773,2026-02-25T10:46:51.061773,pos_system,2026-02-25T11:15:16.140884,95,0
97.0,44.0,816.0,5.0,1.0,,2500.0,0.0,0.0,8.0,200.0,2700.0,Digital Wallet,Returned,2024-02-10,2024-02-10 11:01:34.437755,2024-02-17 11:01:34.437755,"87633 Madison Spurs Suite 125, Wernerhaven, MD 62610",Order for Rustic Structured Shorts,2026-02-25T10:46:51.082318,2026-02-25T10:46:51.082318,pos_system,2026-02-25T11:15:16.140884,96,0
98.0,182.0,1619.0,1.0,3.0,15000.0,45000.0,0.0,0.0,8.0,3600.0,48600.0,Bank Transfer,Completed,2024-10-15,2024-10-15 23:45:46.398094,2024-10-19 23:45:46.398094,"067 Heidi Street Apt. 226, Chenland, MO 39326",Order for Refined Essential Hoodies & Jackets,2026-02-25T10:46:51.103213,2026-02-25T10:46:51.103213,pos_system,2026-02-25T11:15:16.140884,97,0
99.0,139.0,1880.0,9.0,2.0,3500.0,7000.0,15.0,1050.0,8.0,476.0,6426.0,Bank Transfer,Completed,2024-08-30,2024-08-30 11:11:48.585709,2024-09-01 11:11:48.585709,"5167 Gonzalez Causeway Suite 981, Port Michael, ME 98000",Order for Functional Neutral Oversize Tee,2026-02-25T10:46:51.124360,2026-02-25T10:46:51.124360,pos_system,2026-02-25T11:15:16.140884,98,0
100.0,322.0,,23.0,1.0,6000.0,6000.0,5.0,300.0,,456.0,6156.0,Debit Card,Completed,2024-03-02,2024-03-02 10:21:37.606597,2024-03-04 10:21:37.606597,"299 Fernando Fork Apt. 107, East Cristian, DE 60796",Order for Preppy Elegant Sweatshirts,2026-02-25T10:46:51.144972,2026-02-25T10:46:51.144972,pos_system,2026-02-25T11:15:16.140884,99,0
