transaction_id,user_id,product_id,shop_id,quantity,unit_price,total_amount,discount_percent,discount_amount,tax_percent,tax_amount,final_amount,payment_method,transaction_status,transaction_date,transaction_ts,delivery_date,delivery_address,notes,pos_timestamp,kafka_timestamp,source,received_timestamp,offset,partition
171.0,22.0,1881.0,19.0,1.0,10000.0,10000.0,5.0,500.0,8.0,760.0,10260.0,Bank Transfer,Completed,2024-10-22,2024-10-22 07:31:32.704124,2024-10-27 07:31:32.704124,"59182 Reid Square, New Rodney, CO 15693",Order for Trendy Essential Utility Pants,2026-02-25T10:46:52.652012,2026-02-25T10:46:52.652012,pos_system,2026-02-25T11:15:16.468401,170,0
172.0,77.0,1970.0,1.0,1.0,3500.0,3500.0,10.0,,8.0,252.0,,Debit Card,Completed,2024-09-06,2024-09-06 11:46:41.050552,2024-09-13 11:46:41.050552,"257 Hamilton Tunnel, Bowenberg, NH 23231",Order for Classic Neutral Shorts,2026-02-25T10:46:52.673132,2026-02-25T10:46:52.673132,pos_system,2026-02-25T11:15:16.468401,171,0
173.0,146.0,1700.0,18.0,3.0,3000.0,9000.0,0.0,0.0,8.0,720.0,9720.0,Debit Card,Completed,2024-09-17,2024-09-17 11:22:13.234976,2024-09-19 11:22:13.234976,"78752 Edward Villages Suite 831, Port Derrick, NE 88360",Order for Elegant Camo Joggers & Pants,2026-02-25T10:46:52.695444,2026-02-25T10:46:52.695444,pos_system,2026-02-25T11:15:16.468401,172,0
174.0,368.0,2238.0,19.0,1.0,5000.0,5000.0,0.0,0.0,8.0,400.0,5400.0,Debit Card,Completed,2024-08-02,2024-08-02 00:34:41.365885,2024-08-08 00:34:41.365885,"2177 Benjamin Burgs, East Joseland, PA 05537",Order for Trendy Soft Chinos,2026-02-25T10:46:52.716572,2026-02-25T10:46:52.716572,pos_system,2026-02-25T11:15:16.469411,173,0
175.0,21.0,45.0,17.0,3.0,4000.0,12000.0,0.0,0.0,8.0,960.0,12960.0,Debit Card,Completed,2024-06-13,2024-06-13 23:39:48.982469,2024-06-17 23:39:48.982469,"8153 Alan Mills, Katieside, MO 43065",Order for Relaxed Bold Chinos,2026-02-25T10:46:52.737209,2026-02-25T10:46:52.737209,pos_system,2026-02-25T11:15:16.469411,174,0
176.0,,910.0,16.0,2.0,4000.0,8000.0,0.0,0.0,8.0,640.0,8640.0,COD,Completed,2024-05-12,2024-05-12 06:17:43.018625,2024-05-17 06:17:43.018625,"250 Mitchell Prairie Apt. 661, Rodneystad, MA 89790",Order for Preppy Essential Polos,2026-02-25T10:46:52.758505,2026-02-25T10:46:52.758505,pos_system,2026-02-25T11:15:16.469411,175,0
177.0,357.0,2472.0,13.0,2.0,4000.0,8000.0,10.0,800.0,8.0,576.0,7776.0,COD,Completed,2024-09-18,2024-09-18 13:12:08.585912,2024-09-20 13:12:08.585912,"271 Rose Common, New Shannon, AZ 11651",Order for Statement Edgy Polos,2026-02-25T10:46:52.779747,2026-02-25T10:46:52.779747,pos_system,2026-02-25T11:15:16.469411,176,0
178.0,192.0,435.0,6.0,1.0,13000.0,13000.0,0.0,0.0,8.0,1040.0,14040.0,Bank Transfer,Completed,2024-09-25,2024-09-25 05:53:12.186548,2024-10-02 05:53:12.186548,"1972 Rachel Greens, Port Christine, KS 70339",Order for Trendy Slim Fit Kimono,2026-02-25T10:46:52.800386,2026-02-25T10:46:52.800386,pos_system,2026-02-25T11:15:16.469411,177,0
179.0,59.0,1033.0,5.0,2.0,4500.0,9000.0,5.0,450.0,8.0,684.0,9234.0,COD,Completed,2024-05-03,2024-05-03 01:23:51.849090,2024-05-10 01:23:51.849090,"1926 Cameron Branch Apt. 323, Lake Kevin, VI 40653",Order for Luxury Classic Track Pants,2026-02-25T10:46:52.821102,2026-02-25T10:46:52.821102,pos_system,2026-02-25T11:15:16.469411,178,0
180.0,469.0,1884.0,19.0,1.0,3500.0,3500.0,0.0,0.0,8.0,280.0,3780.0,COD,Completed,,2024-04-03 07:44:56.615135,2024-04-09 07:44:56.615135,"7996 Stephanie Estate, North Christopher, MP 25460",Order for Sporty Edgy Polos,2026-02-25T10:46:52.842758,2026-02-25T10:46:52.842758,pos_system,2026-02-25T11:15:16.469411,179,0
181.0,483.0,2037.0,19.0,1.0,3000.0,3000.0,0.0,0.0,8.0,240.0,3240.0,Debit Card,Completed,2024-07-16,2024-07-16 20:44:44.972824,2024-07-20 20:44:44.972824,"455 Jennifer Route Suite 714, Port Taylor, RI 95251",Order for Comfy Bright T-Shirts,2026-02-25T10:46:52.863344,2026-02-25T10:46:52.863344,pos_system,2026-02-25T11:15:16.469411,180,0
182.0,437.0,1965.0,18.0,3.0,13000.0,39000.0,0.0,0.0,8.0,3120.0,42120.0,Debit Card,Completed,2024-04-03,2024-04-03 18:24:21.551444,2024-04-07 18:24:21.551444,"PSC 4373, Box 2937, APO AE 25478",Order for Edgy Preppy Hoodies & Jackets,2026-02-25T10:46:52.884502,2026-02-25T10:46:52.884502,pos_system,2026-02-25T11:15:16.469411,181,0
183.0,10.0,1707.0,3.0,1.0,14500.0,14500.0,5.0,725.0,8.0,1102.0,14877.0,Digital Wallet,Completed,2024-07-22,2024-07-22 01:52:32.196119,2024-07-29 01:52:32.196119,"086 Michelle Burgs Suite 274, Hilltown, IN 98804",Order for Neutral Elegant Blazers,2026-02-25T10:46:52.906081,2026-02-25T10:46:52.906081,pos_system,2026-02-25T11:15:16.469411,182,0
184.0,412.0,1144.0,18.0,3.0,9500.0,28500.0,0.0,0.0,8.0,2280.0,30780.0,Digital Wallet,Completed,2024-07-17,2024-07-17 22:35:01.749369,2024-07-23 22:35:01.749369,"4628 Hickman Springs, North Johnshire, CA 65585",Order for Layered Structured Coats,2026-02-25T10:46:52.928656,2026-02-25T10:46:52.928656,pos_system,2026-02-25T11:15:16.469411,183,0
185.0,13.0,186.0,19.0,2.0,,,0.0,0.0,8.0,480.0,6480.0,Credit Card,Completed,,2024-06-02 11:17:42.981019,2024-06-06 11:17:42.981019,"549 Douglas Greens, Lake Annshire, MN 83044",Order for Trendy Refined Track Pants,2026-02-25T10:46:52.950741,2026-02-25T10:46:52.950741,pos_system,2026-02-25T11:15:16.469411,184,0
186.0,259.0,2210.0,4.0,1.0,4000.0,4000.0,10.0,400.0,8.0,288.0,3888.0,Bank Transfer,Completed,2024-02-06,2024-02-06 03:22:18.034890,2024-02-11 03:22:18.034890,"2831 Stephanie Key, Haneyville, NM 75434",Order for Sporty Dynamic Polos,2026-02-25T10:46:52.971749,2026-02-25T10:46:52.971749,pos_system,2026-02-25T11:15:16.469411,185,0
187.0,105.0,,5.0,3.0,10000.0,30000.0,0.0,0.0,8.0,2400.0,32400.0,Debit Card,Completed,2024-04-29,2024-04-29 04:11:06.738621,2024-05-01 04:11:06.738621,"5786 Drew Road Apt. 879, North Heathertown, ID 15970",Order for Lightweight Patterned Cardigans,2026-02-25T10:46:52.993032,2026-02-25T10:46:52.993032,pos_system,2026-02-25T11:15:16.469411,186,0
188.0,205.0,584.0,13.0,2.0,10500.0,21000.0,10.0,2100.0,8.0,1512.0,20412.0,Credit Card,,2024-08-20,2024-08-20 10:54:56.224649,2024-08-23 10:54:56.224649,"9275 Edward Row Suite 945, Erinshire, NV 13734",Order for Elegant Elegant Denim Jackets,2026-02-25T10:46:53.013900,2026-02-25T10:46:53.013900,pos_system,2026-02-25T11:15:16.469411,187,0
189.0,391.0,2096.0,24.0,2.0,10500.0,21000.0,0.0,0.0,8.0,1680.0,22680.0,COD,Completed,2024-03-11,2024-03-11 11:25:16.660638,2024-03-18 11:25:16.660638,"84650 Tammy Crossroad Apt. 231, Barronmouth, ID 46465",Order for Bright Wide Leg Cardigans,2026-02-25T10:46:53.035222,2026-02-25T10:46:53.035222,pos_system,2026-02-25T11:15:16.469411,188,0
190.0,113.0,376.0,2.0,3.0,4500.0,13500.0,0.0,0.0,8.0,1080.0,14580.0,Bank Transfer,Completed,2024-06-13,2024-06-13 01:08:19.944141,2024-06-19 01:08:19.944141,"Unit 3202 Box 8139, DPO AP 35763",Order for Neutral Lightweight Polos,2026-02-25T10:46:53.056733,2026-02-25T10:46:53.056733,pos_system,2026-02-25T11:15:16.469411,189,0
191.0,325.0,637.0,24.0,,13000.0,13000.0,0.0,0.0,8.0,1040.0,14040.0,COD,Completed,2024-01-22,2024-01-22 15:26:46.400699,2024-01-26 15:26:46.400699,"44230 Flores Plain, Singletonmouth, MH 49526",Order for Vintage Patterned Kimono,2026-02-25T10:46:53.077759,2026-02-25T10:46:53.077759,pos_system,2026-02-25T11:15:16.469411,190,0
192.0,62.0,1418.0,5.0,3.0,3500.0,10500.0,0.0,0.0,8.0,840.0,11340.0,COD,Failed,2024-09-11,2024-09-11 10:21:17.116887,,"764 Cox Canyon Suite 058, New Matthew, IL 47409",Order for Modern Structured Sweatshirts,2026-02-25T10:46:53.099284,2026-02-25T10:46:53.099284,pos_system,2026-02-25T11:15:16.469411,191,0
193.0,254.0,659.0,24.0,3.0,5000.0,15000.0,0.0,0.0,8.0,1200.0,16200.0,Bank Transfer,Completed,2024-08-29,2024-08-29 17:06:34.108078,2024-09-02 17:06:34.108078,"Unit 6767 Box 1297, DPO AP 47274",Order for Soft Retro Oversize Tee,2026-02-25T10:46:53.120378,2026-02-25T10:46:53.120378,pos_system,2026-02-25T11:15:16.469411,192,0
194.0,24.0,737.0,5.0,3.0,14500.0,43500.0,0.0,0.0,8.0,3480.0,46980.0,Credit Card,Completed,2024-08-14,,2024-08-19 13:52:50.646968,"27302 Day Stream Suite 138, East Brucehaven, MA 35457",Order for Oversized Layered Kimono,2026-02-25T10:46:53.141480,2026-02-25T10:46:53.141480,pos_system,2026-02-25T11:15:16.469411,193,0
195.0,205.0,890.0,18.0,2.0,7000.0,14000.0,0.0,0.0,8.0,1120.0,15120.0,Credit Card,,2024-10-12,2024-10-12 23:45:35.559513,2024-10-16 23:45:35.559513,"9275 Edward Row Suite 945, Erinshire, NV 13734",Order for Tailored Elegant Chinos,2026-02-25T10:46:53.163566,2026-02-25T10:46:53.163566,pos_system,2026-02-25T11:15:16.470400,194,0
196.0,360.0,1029.0,16.0,2.0,9500.0,19000.0,0.0,0.0,8.0,1520.0,20520.0,Credit Card,Completed,2024-07-14,2024-07-14 21:33:31.874141,2024-07-16 21:33:31.874141,"PSC 2422, Box 6768, APO AP 77312",Order for Minimalist Bold Utility Pants,2026-02-25T10:46:53.184797,2026-02-25T10:46:53.184797,pos_system,2026-02-25T11:15:16.470400,195,0
197.0,435.0,809.0,14.0,1.0,12500.0,12500.0,0.0,0.0,8.0,1000.0,13500.0,Debit Card,Completed,2024-03-31,2024-03-31 19:48:16.450697,2024-04-06 19:48:16.450697,"31072 Zamora Ford Apt. 631, New Cheyennetown, ND 56482",Order for Elegant Luxury Denim Jackets,2026-02-25T10:46:53.205973,2026-02-25T10:46:53.205973,pos_system,2026-02-25T11:15:16.470400,196,0
198.0,323.0,2500.0,13.0,1.0,3000.0,3000.0,0.0,0.0,8.0,240.0,3240.0,Credit Card,Completed,2024-07-03,2024-07-03 00:49:54.165039,2024-07-07 00:49:54.165039,"8634 Molina Ranch Suite 411, East Anthonyberg, VT 13621",Order for Bright Dynamic Shorts,2026-02-25T10:46:53.226970,2026-02-25T10:46:53.226970,pos_system,2026-02-25T11:15:16.470400,197,0
199.0,311.0,40.0,16.0,3.0,4000.0,12000.0,5.0,600.0,8.0,912.0,12312.0,Credit Card,Completed,2024-06-14,2024-06-14 15:20:46.533015,2024-06-16 15:20:46.533015,"3034 Jefferson Harbors, Jesseview, VA 49413",Order for Edgy Retro Oversize Tee,2026-02-25T10:46:53.247510,2026-02-25T10:46:53.247510,pos_system,2026-02-25T11:15:16.470400,198,0
200.0,410.0,959.0,2.0,1.0,11000.0,11000.0,0.0,0.0,8.0,880.0,11880.0,COD,Completed,2024-07-14,2024-07-14 14:59:39.900620,2024-07-16 14:59:39.900620,"71644 Bradley Garden, Barrymouth, ME 77162",Order for Heritage Statement Kimono,2026-02-25T10:46:53.268630,2026-02-25T10:46:53.268630,pos_system,2026-02-25T11:15:16.470400,199,0
